PMID 	 FT_ID 	 PUBYEAR 	 PUB_DATE 	 RESEARCH_ARTICLE_YES_NO 	 AVAILABILITY_STATUS 	 FIRST_PUBLISH_DATE
26855672 	 PMC4744456 	 2016 	 01/01/2016 	 Y 	 O 	 2016-02-06 00:00:00
26855582 	 PMC4725685 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-21 00:00:00
26846522 	 PMC4743363 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26846093 	 PMC4743158 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26846675 	 PMC4743204 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26846094 	 PMC4743235 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26848308 	 PMC4741006 	 2016 	 01/01/2016 	 Y 	 O 	 2016-02-03 00:00:00
26852794 	 PMC4758495 	 2016 	 01/03/2016 	 Y 	 O 	 2016-02-07 00:00:00
26852795 	 PMC4758501 	 2016 	 01/03/2016 	 Y 	 O 	 2016-02-07 00:00:00
26852797 	 PMC4758500 	 2016 	 01/03/2016 	 Y 	 O 	 2016-02-07 00:00:00
26853107 	 PMC4745007 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-08 00:00:00
26853547 	 PMC4745069 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-08 00:00:00
26843812 	 PMC4720168 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-19 00:00:00
26841934 	 PMC4742998 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26844183 	 PMC4733060 	 2016 	 01/06/2016 	 Y 	 O 	 2015-12-03 00:00:00
26844124 	 PMC4721478 	 2015 	 01/01/2015 	 Y 	 O 	 2015-07-21 00:00:00
26844104 	 PMC4721435 	 2015 	 01/01/2015 	 Y 	 O 	 2015-06-10 00:00:00
26844014 	 PMC4736990 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-18 00:00:00
26844102 	 PMC4721374 	 2015 	 01/01/2015 	 Y 	 O 	 2015-05-24 00:00:00
26844095 	 PMC4721364 	 2015 	 01/01/2015 	 Y 	 O 	 2015-05-06 00:00:00
26841708 	 PMC4740892 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26841954 	 PMC4740742 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26844172 	 PMC4721461 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-21 00:00:00
26843037 	 PMC4740797 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-04 00:00:00
26822281 	 PMC4740187 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-29 00:00:00
26823653 	 PMC4727490 	 2015 	 01/01/2015 	 Y 	 O 	 2015-01-01 00:00:00
26842728 	 PMC4740352 	 2016 	 01/01/2016 	 Y 	 O 	 2016-02-02 00:00:00
26843941 	 PMC4729255 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-09 00:00:00
26843942 	 PMC4729253 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-09 00:00:00
26843966 	 PMC4703479 	 2016 	 01/01/2016 	 Y 	 O 	 2015-03-09 00:00:00
26852228 	 PMC4744597 	 2016 	 01/12/2016 	 Y 	 O 	 2016-02-06 00:00:00
26852237 	 PMC4744624 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-06 00:00:00
25072471 	 PMC4160876 	 2014 	 01/07/2014 	 Y 	 O 	 2014-07-29 00:00:00
26854336 	 PMC4745066 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-08 00:00:00
26823683 	 PMC4720492 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-20 00:00:00
26858915 	 PMC4722603 	 2015 	 01/12/2015 	 Y 	 O 	 2015-12-01 00:00:00
26859487 	 PMC4665457 	 2011 	 01/12/2011 	 Y 	 O 	 2011-12-15 00:00:00
26834470 	 PMC4716742 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-14 00:00:00
26834683 	 PMC4724724 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-25 00:00:00
26834796 	 PMC4733300 	 2015 	 01/12/2015 	 Y 	 O 	 2015-12-23 00:00:00
26834546 	 PMC4712304 	 2015 	 01/01/2015 	 Y 	 O 	 2016-01-14 00:00:00
26834723 	 PMC4722105 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-22 00:00:00
25044035 	 PMC4297605 	 2015 	 01/01/2015 	 Y 	 O 	 2014-07-17 00:00:00
26823196 	 PMC4731770 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-29 00:00:00
26831505 	 PMC4736087 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-01 00:00:00
25053957 	 PMC4105604 	 2014 	 01/01/2014 	 Y 	 O 	 2014-01-01 00:00:00
25053972 	 PMC4105511 	 2014 	 01/01/2014 	 Y 	 O 	 2014-07-08 00:00:00
38528146 	 PMC10994849 	 2024 	 01/04/2024 	 Y 	 O 	 2024-03-25 00:00:00
38528147 	 PMC10994844 	 2024 	 01/04/2024 	 Y 	 O 	 2024-03-25 00:00:00
38527905 	 PMC10990674 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-25 00:00:00
38552567 	 PMC10995873 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-12 00:00:00
38552569 	 PMC10995874 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-16 00:00:00
38552342 	 PMC10995809 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-28 00:00:00
38552344 	 PMC10995872 	 2024 	 01/03/2024 	 Y 	 O 	 2024-03-12 00:00:00
26828478 	 PMC4783895 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-27 00:00:00
26834479 	 PMC4716747 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-12 00:00:00
26835017 	 PMC4724761 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-13 00:00:00
26835016 	 PMC4724760 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-21 00:00:00
24006416 	 PMC3808313 	 2013 	 01/11/2013 	 Y 	 O 	 2013-09-04 00:00:00
24006417 	 PMC3808322 	 2013 	 01/11/2013 	 Y 	 O 	 2013-09-04 00:00:00
24015089 	 PMC3763146 	 2007 	 01/09/2007 	 Y 	 O 	 2007-09-30 00:00:00
24023520 	 PMC3762611 	 2013 	 01/01/2013 	 Y 	 O 	 2013-08-19 00:00:00
24031846 	 PMC3768979 	 2012 	 01/01/2012 	 Y 	 O 	 2012-01-01 00:00:00
24027349 	 PMC3734969 	 2013 	 01/06/2013 	 Y 	 O 	 2013-03-19 00:00:00
24204233 	 PMC3812048 	 2013 	 01/10/2013 	 Y 	 O 	 2013-10-24 00:00:00
24187540 	 PMC3807715 	 2013 	 01/01/2013 	 Y 	 O 	 2013-10-25 00:00:00
24187545 	 PMC3807671 	 2013 	 01/01/2013 	 Y 	 O 	 2013-10-16 00:00:00
24187534 	 PMC3807565 	 2013 	 01/01/2013 	 Y 	 O 	 2013-10-25 00:00:00
24193546 	 PMC4049535 	 2013 	 01/01/2013 	 Y 	 O 	 2013-01-01 00:00:00
24192613 	 PMC3963413 	 2013 	 01/10/2013 	 Y 	 O 	 2013-10-24 00:00:00
24192995 	 PMC3883290 	 2014 	 01/01/2014 	 Y 	 O 	 2013-11-05 00:00:00
22064903 	 PMC3200694 	 2011 	 01/09/2011 	 Y 	 O 	 2011-08-27 00:00:00
22064973 	 PMC3200823 	 2011 	 01/09/2011 	 Y 	 O 	 2011-08-11 00:00:00
22064620 	 PMC3201426 	 2011 	 01/10/2011 	 Y 	 O 	 2011-09-20 00:00:00
22064819 	 PMC3201390 	 2011 	 01/10/2011 	 Y 	 O 	 2011-09-30 00:00:00
22064907 	 PMC3201349 	 2011 	 01/10/2011 	 Y 	 O 	 2011-09-30 00:00:00
22065503 	 PMC3201418 	 2011 	 01/10/2011 	 Y 	 O 	 2011-09-14 00:00:00
25588052 	 PMC4306828 	 2015 	 01/01/2015 	 Y 	 O 	 2015-01-12 00:00:00
23703938 	 PMC3721477 	 2013 	 01/07/2013 	 Y 	 O 	 2013-05-23 00:00:00
21372193 	 PMC3211465 	 2011 	 01/04/2011 	 Y 	 O 	 2011-04-01 00:00:00
21375715 	 PMC3818992 	 2011 	 01/05/2011 	 Y 	 O 	 2010-10-26 00:00:00
24022383 	 PMC3769653 	 2013 	 01/01/2013 	 Y 	 O 	 2013-01-01 00:00:00
24206568 	 PMC3835035 	 2013 	 01/01/2013 	 Y 	 O 	 2013-01-01 00:00:00
21687785 	 PMC3114466 	 2011 	 01/06/2011 	 Y 	 O 	 2011-04-25 00:00:00
22068907 	 PMC3854133 	 2012 	 01/01/2012 	 Y 	 O 	 2011-11-08 00:00:00
22069746 	 PMC3202862 	 2011 	 01/07/2011 	 Y 	 O 	 2011-07-19 00:00:00
24198668 	 PMC3817228 	 2013 	 01/09/2013 	 Y 	 O 	 2013-09-30 00:00:00
24198674 	 PMC3817234 	 2013 	 01/09/2013 	 Y 	 O 	 2013-09-30 00:00:00
24407421 	 PMC3915904 	 2014 	 01/02/2014 	 Y 	 O 	 2014-01-10 00:00:00
24406254 	 PMC4681270 	 2014 	 01/03/2014 	 Y 	 O 	 2014-01-07 00:00:00
24402434 	 PMC4671281 	 2015 	 01/05/2015 	 Y 	 O 	 2015-05-01 00:00:00
24398375 	 PMC3914687 	 2014 	 01/01/2014 	 Y 	 O 	 2014-01-01 00:00:00
1900262 	 PMC5918213 	 1991 	 01/01/1991 	 Y 	 O 	 1991-01-01 00:00:00
22082911 	 PMC3241908 	 2011 	 01/11/2011 	 Y 	 O 	 2011-11-13 00:00:00
24419737 	 PMC3959706 	 2014 	 01/01/2014 	 Y 	 O 	 2014-01-13 00:00:00
24425734 	 PMC3903285 	 2014 	 01/01/2014 	 Y 	 O 	 2014-01-14 00:00:00
24428732 	 PMC3997269 	 2014 	 01/05/2014 	 Y 	 O 	 2014-05-01 00:00:00
24387805 	 PMC4260678 	 2014 	 01/02/2014 	 Y 	 O 	 2014-02-01 00:00:00
24636463 	 PMC3995362 	 2014 	 01/03/2014 	 Y 	 O 	 2014-03-17 00:00:00
24653705 	 PMC3949408 	 2014 	 01/01/2014 	 Y 	 O 	 2014-03-11 00:00:00
24653695 	 PMC3947993 	 2014 	 01/01/2014 	 Y 	 O 	 2014-03-10 00:00:00
22312331 	 PMC3270535 	 2011 	 01/01/2011 	 Y 	 O 	 2011-01-01 00:00:00
24614915 	 PMC4000770 	 2014 	 01/01/2014 	 Y 	 O 	 2014-03-07 00:00:00
24624120 	 PMC3939435 	 2014 	 01/01/2014 	 Y 	 O 	 2014-03-03 00:00:00
24625189 	 PMC3828587 	 2013 	 01/01/2013 	 Y 	 O 	 2013-11-15 00:00:00
24628798 	 PMC3992022 	 2014 	 01/05/2014 	 Y 	 O 	 2014-03-15 00:00:00
24632569 	 PMC3977038 	 2014 	 01/04/2014 	 Y 	 O 	 2014-03-16 00:00:00
24633242 	 PMC4037530 	 2014 	 01/04/2014 	 Y 	 O 	 2014-03-16 00:00:00
26500546 	 PMC4595661 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-07 00:00:00
26500571 	 PMC4595780 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-07 00:00:00
26508303 	 PMC4624588 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-28 00:00:00
26626732 	 PMC4665872 	 2015 	 01/12/2015 	 Y 	 O 	 2015-12-01 00:00:00
22518290 	 PMC3296233 	 2012 	 01/01/2012 	 Y 	 O 	 2012-02-19 00:00:00
22518306 	 PMC3296195 	 2012 	 01/01/2012 	 Y 	 O 	 2012-02-16 00:00:00
24718392 	 PMC4001329 	 2014 	 01/02/2014 	 Y 	 O 	 2014-02-01 00:00:00
22523703 	 PMC3317005 	 2012 	 01/01/2012 	 Y 	 O 	 2012-03-11 00:00:00
24634724 	 PMC3936386 	 2014 	 01/02/2014 	 Y 	 O 	 2014-01-20 00:00:00
24658685 	 PMC4035356 	 2014 	 01/04/2014 	 Y 	 O 	 2014-03-23 00:00:00
24653696 	 PMC3947988 	 2014 	 01/01/2014 	 Y 	 O 	 2014-03-10 00:00:00
22505799 	 PMC3296176 	 2012 	 01/01/2012 	 Y 	 O 	 2012-02-14 00:00:00
24670639 	 PMC4152413 	 2014 	 01/08/2014 	 Y 	 O 	 2014-08-01 00:00:00
24714062 	 PMC3959413 	 2012 	 01/01/2012 	 Y 	 O 	 2012-01-01 00:00:00
22768367 	 PMC3387796 	 2012 	 01/05/2012 	 Y 	 O 	 2012-04-27 00:00:00
24718852 	 PMC4004144 	 2014 	 01/04/2014 	 Y 	 O 	 2014-04-09 00:00:00
24728292 	 PMC4012342 	 2014 	 01/05/2014 	 Y 	 O 	 2014-04-13 00:00:00
22761538 	 PMC3365242 	 2012 	 01/07/2012 	 Y 	 O 	 2012-07-01 00:00:00
24740572 	 PMC4429348 	 2014 	 01/09/2014 	 Y 	 O 	 2014-04-16 00:00:00
24747399 	 PMC4008667 	 2014 	 01/05/2014 	 Y 	 O 	 2014-04-20 00:00:00
24039219 	 PMC3954963 	 2014 	 01/05/2014 	 Y 	 O 	 2013-10-16 00:00:00
24738708 	 PMC4262001 	 2014 	 01/09/2014 	 Y 	 O 	 2014-05-21 00:00:00
24829489 	 PMC4013194 	 2014 	 01/05/2014 	 Y 	 O 	 2014-05-14 00:00:00
26245610 	 PMC4656921 	 2015 	 01/06/2015 	 Y 	 O 	 2015-06-19 00:00:00
26247972 	 PMC4600148 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-03 00:00:00
26246314 	 PMC4527219 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-06 00:00:00
26246997 	 PMC4522185 	 2015 	 01/06/2015 	 Y 	 O 	 2015-04-17 00:00:00
24803574 	 PMC4040997 	 2014 	 01/05/2014 	 Y 	 O 	 2014-05-06 00:00:00
26259899 	 PMC4531489 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-12 00:00:00
26264033 	 PMC4584284 	 2015 	 01/07/2015 	 Y 	 O 	 2015-07-31 00:00:00
24808720 	 PMC3996521 	 2012 	 01/04/2012 	 Y 	 O 	 2012-04-01 00:00:00
24808721 	 PMC3998860 	 2014 	 01/01/2014 	 Y 	 O 	 2014-04-10 00:00:00
24809746 	 PMC4014511 	 2014 	 01/01/2014 	 Y 	 O 	 2014-05-08 00:00:00
26266362 	 PMC4616690 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-01 00:00:00
26265763 	 PMC4623690 	 2015 	 01/11/2015 	 Y 	 O 	 2015-08-11 00:00:00
26269322 	 PMC4642506 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-13 00:00:00
26270678 	 PMC4598775 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-11 00:00:00
26271332 	 PMC4700907 	 2015 	 01/11/2015 	 Y 	 O 	 2015-08-14 00:00:00
24830385 	 PMC4022642 	 2014 	 01/01/2014 	 Y 	 O 	 2014-05-15 00:00:00
24808991 	 PMC4000167 	 2014 	 01/04/2014 	 Y 	 O 	 2014-04-11 00:00:00
24808731 	 PMC4004944 	 2014 	 01/03/2014 	 Y 	 O 	 2014-03-31 00:00:00
26268625 	 PMC4669372 	 2015 	 01/12/2015 	 Y 	 O 	 2015-08-14 00:00:00
26277618 	 PMC4661475 	 2015 	 01/11/2015 	 Y 	 O 	 2015-08-13 00:00:00
24837600 	 PMC4024039 	 2014 	 01/01/2014 	 Y 	 O 	 2014-05-16 00:00:00
26275154 	 PMC4720405 	 2016 	 01/01/2016 	 Y 	 O 	 2015-08-14 00:00:00
24837716 	 PMC4023998 	 2014 	 01/01/2014 	 Y 	 O 	 2014-05-16 00:00:00
26271456 	 PMC4642510 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-14 00:00:00
26276385 	 PMC4592993 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-13 00:00:00
26276559 	 PMC4536756 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-15 00:00:00
26258729 	 PMC4577968 	 2015 	 01/09/2015 	 Y 	 O 	 2015-08-14 00:00:00
26257389 	 PMC4627572 	 2015 	 01/11/2015 	 Y 	 O 	 2015-08-10 00:00:00
26256528 	 PMC4582768 	 2015 	 01/09/2015 	 Y 	 O 	 2015-08-06 00:00:00
26485612 	 PMC4692128 	 2016 	 01/01/2016 	 Y 	 O 	 2015-10-20 00:00:00
26487880 	 PMC4590206 	 2015 	 01/05/2015 	 Y 	 O 	 2015-05-01 00:00:00
26487923 	 PMC4609035 	 2015 	 01/09/2015 	 Y 	 O 	 2015-09-07 00:00:00
26486308 	 PMC4612471 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-19 00:00:00
26487927 	 PMC4591493 	 2015 	 01/09/2015 	 Y 	 O 	 2015-09-24 00:00:00
26481795 	 PMC4723625 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-01 00:00:00
26475596 	 PMC4609050 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-16 00:00:00
26475498 	 PMC5290067 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-01 00:00:00
26485325 	 PMC4634213 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-20 00:00:00
26489855 	 PMC4614849 	 2015 	 01/12/2015 	 Y 	 O 	 2015-10-22 00:00:00
26487281 	 PMC4618150 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-20 00:00:00
26487981 	 PMC4599126 	 2015 	 01/01/2015 	 Y 	 O 	 2015-09-01 00:00:00
26490663 	 PMC4618858 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-21 00:00:00
26489395 	 PMC4614985 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-22 00:00:00
26489745 	 PMC4626528 	 2015 	 01/12/2015 	 Y 	 O 	 2015-12-01 00:00:00
26486231 	 PMC4614354 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-21 00:00:00
26486994 	 PMC4614262 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-21 00:00:00
26491395 	 PMC4609751 	 2015 	 01/01/2015 	 Y 	 O 	 2015-09-24 00:00:00
26491641 	 PMC4608529 	 2015 	 01/10/2015 	 Y 	 O 	 2015-06-29 00:00:00
26491643 	 PMC4608531 	 2015 	 01/10/2015 	 Y 	 O 	 2015-07-02 00:00:00
26491472 	 PMC4593925 	 2015 	 01/10/2015 	 Y 	 O 	 2015-06-03 00:00:00
24983989 	 PMC4077646 	 2014 	 01/01/2014 	 Y 	 O 	 2014-07-01 00:00:00
26483855 	 PMC4606479 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-15 00:00:00
26471474 	 PMC4608009 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-16 00:00:00
26472080 	 PMC4608000 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-16 00:00:00
26469886 	 PMC4606805 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-15 00:00:00
26482129 	 PMC4612412 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-19 00:00:00
26479377 	 PMC4598697 	 2015 	 01/07/2015 	 Y 	 O 	 2015-07-22 00:00:00
26479382 	 PMC4598702 	 2015 	 01/08/2015 	 Y 	 O 	 2015-08-07 00:00:00
26473041 	 PMC4593675 	 2015 	 01/09/2015 	 Y 	 O 	 2015-09-02 00:00:00
26478629 	 PMC4581640 	 2015 	 01/09/2015 	 Y 	 O 	 2015-06-24 00:00:00
26478845 	 PMC4603411 	 2015 	 01/08/2015 	 Y 	 O 	 2015-04-30 00:00:00
26477669 	 PMC4609968 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-19 00:00:00
26486514 	 PMC4686549 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-01 00:00:00
24967964 	 PMC4611736 	 2014 	 01/06/2014 	 Y 	 O 	 2014-06-26 00:00:00
26472344 	 PMC4608120 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-15 00:00:00
26481946 	 PMC4615887 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-19 00:00:00
26483600 	 PMC4584082 	 2015 	 01/08/2015 	 Y 	 O 	 2015-07-30 00:00:00
26483969 	 PMC4610174 	 2015 	 01/07/2015 	 Y 	 O 	 2015-07-01 00:00:00
26480237 	 PMC4643357 	 2015 	 01/11/2015 	 Y 	 O 	 2015-10-26 00:00:00
26482414 	 PMC4612717 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-20 00:00:00
26482650 	 PMC4612307 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-20 00:00:00
26479157 	 PMC4722853 	 2015 	 01/12/2015 	 Y 	 O 	 2015-10-19 00:00:00
26483761 	 PMC4586454 	 2015 	 01/01/2015 	 Y 	 O 	 2015-09-29 00:00:00
26494510 	 PMC4618878 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-22 00:00:00
26494433 	 PMC4738467 	 2016 	 01/02/2016 	 Y 	 O 	 2015-10-23 00:00:00
26494170 	 PMC4619088 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-22 00:00:00
26494202 	 PMC4616052 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-23 00:00:00
26493993 	 PMC4619244 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-23 00:00:00
26492241 	 PMC4632783 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-20 00:00:00
26504373 	 PMC4603721 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-07 00:00:00
26503217 	 PMC4620607 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-26 00:00:00
26494315 	 PMC4616050 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-23 00:00:00
26504470 	 PMC4612773 	 2015 	 01/09/2015 	 Y 	 O 	 2015-09-29 00:00:00
26504546 	 PMC4596334 	 2014 	 01/01/2014 	 Y 	 O 	 2014-08-13 00:00:00
26504558 	 PMC4596331 	 2014 	 01/01/2014 	 Y 	 O 	 2014-12-24 00:00:00
26501058 	 PMC4597111 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-08 00:00:00
26504567 	 PMC4595978 	 2015 	 01/01/2015 	 Y 	 O 	 2015-04-15 00:00:00
26504578 	 PMC4591682 	 2015 	 01/01/2015 	 Y 	 O 	 2015-08-26 00:00:00
26501046 	 PMC4595738 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-07 00:00:00
26507824 	 PMC4623278 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-26 00:00:00
26508823 	 PMC4589904 	 2015 	 01/07/2015 	 Y 	 O 	 2015-07-01 00:00:00
26508889 	 PMC4610795 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-13 00:00:00
26503540 	 PMC4682438 	 2016 	 01/01/2016 	 Y 	 O 	 2015-10-26 00:00:00
26503915 	 PMC4736687 	 2015 	 01/12/2015 	 Y 	 O 	 2015-10-27 00:00:00
26504385 	 PMC4605240 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-08 00:00:00
26504297 	 PMC4616098 	 2015 	 01/09/2015 	 Y 	 O 	 2015-09-30 00:00:00
26504512 	 PMC4618405 	 2015 	 01/02/2015 	 Y 	 O 	 2014-12-19 00:00:00
26503115 	 PMC4624176 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-26 00:00:00
26502931 	 PMC4624162 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-26 00:00:00
26501329 	 PMC4704002 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-16 00:00:00
26504746 	 PMC4576405 	 2015 	 01/12/2015 	 Y 	 O 	 2015-09-15 00:00:00
26501332 	 PMC4693187 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-16 00:00:00
26508960 	 PMC4620306 	 2015 	 01/10/2015 	 Y 	 O 	 2015-09-30 00:00:00
26504588 	 PMC4620644 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-26 00:00:00
26493707 	 PMC4618961 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-23 00:00:00
26503189 	 PMC4720409 	 2016 	 01/01/2016 	 Y 	 O 	 2015-10-27 00:00:00
26495240 	 PMC4607705 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-15 00:00:00
26494950 	 PMC4601080 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-01 00:00:00
26492850 	 PMC4616025 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-23 00:00:00
26506344 	 PMC4632794 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-22 00:00:00
26506358 	 PMC4634386 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-22 00:00:00
26506381 	 PMC4632446 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-22 00:00:00
26493316 	 PMC4623095 	 2015 	 01/12/2015 	 Y 	 O 	 2015-12-01 00:00:00
26494976 	 PMC4603440 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-12 00:00:00
26494987 	 PMC4609319 	 2015 	 01/07/2015 	 Y 	 O 	 2015-07-01 00:00:00
26495120 	 PMC4611081 	 2015 	 01/01/2015 	 Y 	 O 	 2015-08-20 00:00:00
26495119 	 PMC4611079 	 2015 	 01/01/2015 	 Y 	 O 	 2015-08-24 00:00:00
26496508 	 PMC4694622 	 2015 	 01/11/2015 	 Y 	 O 	 2015-11-05 00:00:00
26496327 	 PMC4620800 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-01 00:00:00
25003912 	 PMC4167925 	 2014 	 01/10/2014 	 Y 	 O 	 2014-07-08 00:00:00
26497729 	 PMC4620504 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-26 00:00:00
26497732 	 PMC4620108 	 2015 	 01/12/2015 	 Y 	 O 	 2015-10-26 00:00:00
26498744 	 PMC4620687 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-23 00:00:00
26498595 	 PMC4619433 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-24 00:00:00
26498677 	 PMC4619081 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-23 00:00:00
26508341 	 PMC4623862 	 2015 	 01/11/2015 	 Y 	 O 	 2015-11-01 00:00:00
26508518 	 PMC5338749 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-27 00:00:00
26499366 	 PMC4751405 	 2016 	 01/01/2016 	 Y 	 O 	 2015-10-21 00:00:00
26498517 	 PMC4620448 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-26 00:00:00
26498400 	 PMC4785134 	 2016 	 01/02/2016 	 Y 	 O 	 2015-10-24 00:00:00
26500249 	 PMC4618478 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-24 00:00:00
26496834 	 PMC4620560 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-26 00:00:00
26497356 	 PMC4689767 	 2015 	 01/12/2015 	 Y 	 O 	 2015-10-26 00:00:00
26500567 	 PMC4597121 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-08 00:00:00
26500583 	 PMC4596241 	 2015 	 01/01/2015 	 Y 	 O 	 2015-10-07 00:00:00
26496720 	 PMC4619518 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-23 00:00:00
24988487 	 PMC4079513 	 2014 	 01/01/2014 	 Y 	 O 	 2014-07-02 00:00:00
26499852 	 PMC4619330 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-24 00:00:00
26498930 	 PMC4619349 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-24 00:00:00
26499041 	 PMC4682849 	 2015 	 01/11/2015 	 Y 	 O 	 2015-11-09 00:00:00
8407548 	 PMC5919275 	 1993 	 01/08/1993 	 Y 	 O 	 1993-08-01 00:00:00
